Stage,Round,Leg,Date,Team 1,FT,HT,Team 2,Conf 1,Conf 2,ET,P
Regular,?,,(Sat) 15 May 2010 (W19),Sporting Kansas City (7),2-2,?,Chicago Fire (8),East,East,,
Regular,?,,(Sun) 16 May 2010 (W19),LA Galaxy (9),0-0,?,Toronto FC (8),West,East,,
Regular,?,,(Thu) 20 May 2010 (W20),New York Red Bulls (9),1-3,?,Columbus Crew SC (7),East,East,,
Regular,?,,(Thu) 20 May 2010 (W20),FC Dallas (9),0-1,?,LA Galaxy (10),West,West,,
Regular,?,,(Sat) 22 May 2010 (W20),Toronto FC (9),1-0,?,New England Revolution (10),East,East,,
Regular,?,,(Sat) 22 May 2010 (W20),Seattle Sounders FC (10),0-1,?,San Jose Earthquakes (8),West,West,,
Regular,?,,(Sat) 22 May 2010 (W20),Houston Dynamo (10),2-0,?,D.C. United (9),West,East,,
Regular,?,,(Sun) 23 May 2010 (W20),CD Chivas USA (10),1-2,?,Real Salt Lake (9),West,West,,
Regular,?,,(Sun) 23 May 2010 (W20),Sporting Kansas City (8),0-1,?,Columbus Crew SC (8),East,East,,
Regular,?,,(Thu) 27 May 2010 (W21),Chicago Fire (9),1-1,?,FC Dallas (10),East,West,,
Regular,?,,(Sat) 29 May 2010 (W21),Columbus Crew SC (9),0-2,?,LA Galaxy (11),East,West,,
Regular,?,,(Sat) 29 May 2010 (W21),D.C. United (10),3-2,?,CD Chivas USA (11),East,West,,
Regular,?,,(Sat) 29 May 2010 (W21),New England Revolution (11),3-2,?,New York Red Bulls (10),East,East,,
Regular,?,,(Sat) 29 May 2010 (W21),Houston Dynamo (11),2-3,?,Philadelphia Union (8),West,East,,
Regular,?,,(Sat) 29 May 2010 (W21),Colorado Rapids (9),1-0,?,Seattle Sounders FC (11),West,West,,
Regular,?,,(Sat) 29 May 2010 (W21),Real Salt Lake (10),4-1,?,Sporting Kansas City (9),West,East,,
Regular,?,,(Sun) 30 May 2010 (W21),San Jose Earthquakes (9),1-3,?,Toronto FC (10),West,East,,
Regular,?,,(Wed) 2 Jun 2010 (W22),New York Red Bulls (11),2-1,?,Houston Dynamo (12),East,West,,
Regular,?,,(Thu) 3 Jun 2010 (W22),San Jose Earthquakes (10),2-2,?,Columbus Crew SC (10),West,East,,
Regular,?,,(Sat) 5 Jun 2010 (W22),Toronto FC (11),0-0,?,Sporting Kansas City (10),East,East,,
Regular,?,,(Sat) 5 Jun 2010 (W22),D.C. United (11),0-0,?,Real Salt Lake (11),East,West,,
Regular,?,,(Sat) 5 Jun 2010 (W22),New York Red Bulls (12),1-0,?,CD Chivas USA (12),East,West,,
Regular,?,,(Sat) 5 Jun 2010 (W22),LA Galaxy (12),4-1,?,Houston Dynamo (13),West,West,,
Regular,?,,(Sat) 5 Jun 2010 (W22),Chicago Fire (10),2-1,?,Philadelphia Union (9),East,East,,
Regular,?,,(Sat) 5 Jun 2010 (W22),FC Dallas (11),2-0,?,San Jose Earthquakes (11),West,West,,
Regular,?,,(Sat) 5 Jun 2010 (W22),Colorado Rapids (10),1-0,?,Columbus Crew SC (11),West,East,,
Regular,?,,(Sun) 6 Jun 2010 (W22),Seattle Sounders FC (12),3-0,?,New England Revolution (12),West,East,,
Regular,?,,(Wed) 9 Jun 2010 (W23),Chicago Fire (11),2-2,?,Colorado Rapids (11),East,West,,
Regular,?,,(Wed) 9 Jun 2010 (W23),Real Salt Lake (12),1-0,?,LA Galaxy (13),West,West,,
Regular,?,,(Thu) 10 Jun 2010 (W23),Sporting Kansas City (11),2-0,?,Philadelphia Union (10),East,East,,
Regular,?,,(Fri) 11 Jun 2010 (W23),Seattle Sounders FC (13),2-3,?,D.C. United (12),West,East,,
Regular,?,,(Fri) 25 Jun 2010 (W25),Real Salt Lake (13),0-0,?,San Jose Earthquakes (12),West,West,,
Regular,?,,(Sat) 26 Jun 2010 (W25),Columbus Crew SC (12),2-0,?,D.C. United (13),East,East,,
Regular,?,,(Sat) 26 Jun 2010 (W25),Toronto FC (12),0-0,?,LA Galaxy (14),East,West,,
Regular,?,,(Sat) 26 Jun 2010 (W25),Houston Dynamo (14),2-2,?,Colorado Rapids (12),West,West,,
Regular,?,,(Sat) 26 Jun 2010 (W25),Sporting Kansas City (12),0-3,?,New York Red Bulls (13),East,East,,
Regular,?,,(Sun) 27 Jun 2010 (W25),CD Chivas USA (13),1-2,?,FC Dallas (12),West,West,,
Regular,?,,(Sun) 27 Jun 2010 (W25),Philadelphia Union (11),3-1,?,Seattle Sounders FC (14),East,West,,
Regular,?,,(Sun) 27 Jun 2010 (W25),New England Revolution (13),0-1,?,Chicago Fire (12),East,East,,
Regular,?,,(Thu) 1 Jul 2010 (W26),Toronto FC (13),1-1,?,Houston Dynamo (15),East,West,,
Regular,?,,(Sat) 3 Jul 2010 (W26),Real Salt Lake (14),5-0,?,New England Revolution (14),West,East,,
Regular,?,,(Sat) 3 Jul 2010 (W26),Columbus Crew SC (13),2-1,?,Chicago Fire (13),East,East,,
Regular,?,,(Sat) 3 Jul 2010 (W26),FC Dallas (13),1-0,?,Sporting Kansas City (13),West,East,,
Regular,?,,(Sun) 4 Jul 2010 (W26),San Jose Earthquakes (13),1-1,?,D.C. United (14),West,East,,
Regular,?,,(Sun) 4 Jul 2010 (W26),CD Chivas USA (14),1-1,?,Philadelphia Union (12),West,East,,
Regular,?,,(Sun) 4 Jul 2010 (W26),Colorado Rapids (13),1-1,?,New York Red Bulls (14),West,East,,
Regular,?,,(Mon) 5 Jul 2010 (W27),LA Galaxy (15),3-1,?,Seattle Sounders FC (15),West,West,,
Regular,?,,(Thu) 8 Jul 2010 (W27),Chicago Fire (14),0-1,?,Real Salt Lake (15),East,West,,
Regular,?,,(Sat) 10 Jul 2010 (W27),Toronto FC (14),1-0,?,Colorado Rapids (14),East,West,,
Regular,?,,(Sat) 10 Jul 2010 (W27),Philadelphia Union (13),1-2,?,San Jose Earthquakes (14),East,West,,
Regular,?,,(Sat) 10 Jul 2010 (W27),New York Red Bulls (15),0-0,?,D.C. United (15),East,East,,
Regular,?,,(Sat) 10 Jul 2010 (W27),New England Revolution (15),2-0,?,LA Galaxy (16),East,West,,
Regular,?,,(Sat) 10 Jul 2010 (W27),Houston Dynamo (16),0-0,?,Columbus Crew SC (14),West,East,,
Regular,?,,(Sat) 10 Jul 2010 (W27),Sporting Kansas City (14),0-2,?,CD Chivas USA (15),East,West,,
Regular,?,,(Mon) 12 Jul 2010 (W28),Seattle Sounders FC (16),1-1,?,FC Dallas (14),West,West,,
Regular,?,,(Wed) 14 Jul 2010 (W28),Columbus Crew SC (15),0-1,?,Sporting Kansas City (15),East,East,,
Regular,?,,(Thu) 15 Jul 2010 (W28),D.C. United (16),0-1,?,Seattle Sounders FC (17),East,West,,
Regular,?,,(Sat) 17 Jul 2010 (W28),Philadelphia Union (14),2-1,?,Toronto FC (15),East,East,,
Regular,?,,(Sat) 17 Jul 2010 (W28),Columbus Crew SC (16),2-0,?,New York Red Bulls (16),East,East,,
Regular,?,,(Sat) 17 Jul 2010 (W28),FC Dallas (15),2-0,?,Real Salt Lake (16),West,West,,
Regular,?,,(Sat) 17 Jul 2010 (W28),Colorado Rapids (15),1-1,?,Sporting Kansas City (16),West,East,,
Regular,?,,(Sun) 18 Jul 2010 (W28),D.C. United (17),1-2,?,LA Galaxy (17),East,West,,
Regular,?,,(Fri) 23 Jul 2010 (W29),LA Galaxy (18),2-2,?,San Jose Earthquakes (15),West,West,,
Regular,?,,(Sat) 24 Jul 2010 (W29),Toronto FC (16),1-1,?,FC Dallas (16),East,West,,
Regular,?,,(Sat) 24 Jul 2010 (W29),Columbus Crew SC (17),3-0,?,Houston Dynamo (17),East,West,,
Regular,?,,(Sun) 25 Jul 2010 (W29),Real Salt Lake (17),1-1,?,CD Chivas USA (16),West,West,,
Regular,?,,(Mon) 26 Jul 2010 (W30),Seattle Sounders FC (18),2-1,?,Colorado Rapids (16),West,West,,
Regular,?,,(Sat) 31 Jul 2010 (W30),Philadelphia Union (15),1-1,?,New England Revolution (16),East,East,,
Regular,?,,(Sat) 31 Jul 2010 (W30),Colorado Rapids (17),1-1,?,FC Dallas (17),West,West,,
Regular,?,,(Sat) 31 Jul 2010 (W30),Houston Dynamo (18),2-2,?,New York Red Bulls (17),West,East,,
Regular,?,,(Sat) 31 Jul 2010 (W30),Sporting Kansas City (17),1-0,?,Toronto FC (17),East,East,,
Regular,?,,(Sat) 31 Jul 2010 (W30),Real Salt Lake (18),3-0,?,D.C. United (18),West,East,,
Regular,?,,(Sun) 1 Aug 2010 (W30),San Jose Earthquakes (16),0-1,?,Seattle Sounders FC (19),West,West,,
Regular,?,,(Sun) 1 Aug 2010 (W30),CD Chivas USA (17),3-1,?,Columbus Crew SC (18),West,East,,
Regular,?,,(Sun) 1 Aug 2010 (W30),LA Galaxy (19),2-3,?,Chicago Fire (15),West,East,,
Regular,?,,(Thu) 5 Aug 2010 (W31),Philadelphia Union (16),1-2,?,Columbus Crew SC (19),East,East,,
Regular,?,,(Sat) 7 Aug 2010 (W31),Toronto FC (18),2-1,?,CD Chivas USA (18),East,West,,
Regular,?,,(Sat) 7 Aug 2010 (W31),New England Revolution (17),1-0,?,D.C. United (19),East,East,,
Regular,?,,(Sat) 7 Aug 2010 (W31),Sporting Kansas City (18),1-1,?,Real Salt Lake (19),East,West,,
Regular,?,,(Sat) 7 Aug 2010 (W31),Colorado Rapids (18),1-0,?,San Jose Earthquakes (17),West,West,,
Regular,?,,(Sun) 8 Aug 2010 (W31),FC Dallas (18),3-1,?,Philadelphia Union (17),West,East,,
Regular,?,,(Sun) 8 Aug 2010 (W31),Chicago Fire (16),0-0,?,New York Red Bulls (18),East,East,,
Regular,?,,(Mon) 9 Aug 2010 (W32),Seattle Sounders FC (20),2-0,?,Houston Dynamo (19),West,West,,
Regular,?,,(Wed) 11 Aug 2010 (W32),New York Red Bulls (19),1-0,?,Toronto FC (19),East,East,,
Regular,?,,(Wed) 11 Aug 2010 (W32),Philadelphia Union (18),1-1,?,Real Salt Lake (20),East,West,,
Regular,?,,(Sat) 14 Aug 2010 (W32),Philadelphia Union (19),1-1,?,Colorado Rapids (19),East,West,,
Regular,?,,(Sat) 14 Aug 2010 (W32),New York Red Bulls (20),0-1,?,LA Galaxy (20),East,West,,
Regular,?,,(Sat) 14 Aug 2010 (W32),D.C. United (20),1-3,?,FC Dallas (19),East,West,,
Regular,?,,(Sat) 14 Aug 2010 (W32),New England Revolution (18),1-0,?,Houston Dynamo (20),East,West,,
Regular,?,,(Sat) 14 Aug 2010 (W32),Real Salt Lake (21),2-0,?,Columbus Crew SC (20),West,East,,
Regular,?,,(Sun) 15 Aug 2010 (W32),San Jose Earthquakes (18),1-0,?,Sporting Kansas City (19),West,East,,
Regular,?,,(Sun) 15 Aug 2010 (W32),CD Chivas USA (19),0-0,?,Seattle Sounders FC (21),West,West,,
Regular,?,,(Wed) 18 Aug 2010 (W33),Chicago Fire (17),2-1,?,New England Revolution (19),East,East,,
Regular,?,,(Sat) 21 Aug 2010 (W33),Toronto FC (20),1-4,?,New York Red Bulls (21),East,East,,
Regular,?,,(Sat) 21 Aug 2010 (W33),San Jose Earthquakes (19),1-0,?,LA Galaxy (21),West,West,,
Regular,?,,(Sat) 21 Aug 2010 (W33),Columbus Crew SC (21),3-1,?,Colorado Rapids (20),East,West,,
Regular,?,,(Sat) 21 Aug 2010 (W33),FC Dallas (20),1-0,?,CD Chivas USA (20),West,West,,
Regular,?,,(Sat) 21 Aug 2010 (W33),Sporting Kansas City (20),4-1,?,New England Revolution (20),East,East,,
Regular,?,,(Sat) 21 Aug 2010 (W33),Houston Dynamo (21),4-3,?,Chicago Fire (18),West,East,,
Regular,?,,(Sun) 22 Aug 2010 (W33),D.C. United (21),2-0,?,Philadelphia Union (20),East,East,,
Regular,?,,(Sat) 28 Aug 2010 (W34),Columbus Crew SC (22),0-0,?,FC Dallas (21),East,West,,
Regular,?,,(Sat) 28 Aug 2010 (W34),Toronto FC (21),0-0,?,Real Salt Lake (22),East,West,,
Regular,?,,(Sat) 28 Aug 2010 (W34),New England Revolution (21),1-2,?,Philadelphia Union (21),East,East,,
Regular,?,,(Sat) 28 Aug 2010 (W34),New York Red Bulls (22),2-0,?,San Jose Earthquakes (20),East,West,,
Regular,?,,(Sat) 28 Aug 2010 (W34),Colorado Rapids (21),3-0,?,Houston Dynamo (22),West,West,,
Regular,?,,(Sun) 29 Aug 2010 (W34),LA Galaxy (22),0-2,?,Sporting Kansas City (21),West,East,,
Regular,?,,(Sun) 29 Aug 2010 (W34),Seattle Sounders FC (22),2-1,?,Chicago Fire (19),West,East,,
Regular,?,,(Mon) 30 Aug 2010 (W35),CD Chivas USA (21),1-0,?,D.C. United (22),West,East,,
Regular,?,,(Sat) 4 Sep 2010 (W35),Philadelphia Union (22),1-1,?,Sporting Kansas City (22),East,East,,
Regular,?,,(Sat) 4 Sep 2010 (W35),Chicago Fire (20),1-1,?,LA Galaxy (23),East,West,,
Regular,?,,(Sat) 4 Sep 2010 (W35),D.C. United (23),0-1,?,Columbus Crew SC (23),East,East,,
Regular,?,,(Sat) 4 Sep 2010 (W35),New England Revolution (22),3-1,?,Seattle Sounders FC (23),East,West,,
Regular,?,,(Sat) 4 Sep 2010 (W35),FC Dallas (22),1-0,?,Toronto FC (22),West,East,,
Regular,?,,(Sat) 4 Sep 2010 (W35),Real Salt Lake (23),1-0,?,New York Red Bulls (23),West,East,,
Regular,?,,(Sat) 4 Sep 2010 (W35),Colorado Rapids (22),3-0,?,CD Chivas USA (22),West,West,,
Regular,?,,(Sun) 5 Sep 2010 (W35),Houston Dynamo (23),1-2,?,San Jose Earthquakes (21),West,West,,
Regular,?,,(Wed) 8 Sep 2010 (W36),Chicago Fire (21),0-0,?,Toronto FC (23),East,East,,
Regular,?,,(Fri) 10 Sep 2010 (W36),Seattle Sounders FC (24),0-0,?,Real Salt Lake (24),West,West,,
Regular,?,,(Sat) 11 Sep 2010 (W36),CD Chivas USA (23),2-0,?,New England Revolution (23),West,East,,
Regular,?,,(Sat) 11 Sep 2010 (W36),Toronto FC (24),0-1,?,D.C. United (24),East,East,,
Regular,?,,(Sat) 11 Sep 2010 (W36),New York Red Bulls (24),3-1,?,Colorado Rapids (23),East,West,,
Regular,?,,(Sat) 11 Sep 2010 (W36),Philadelphia Union (23),1-0,?,Chicago Fire (22),East,East,,
Regular,?,,(Sun) 12 Sep 2010 (W36),San Jose Earthquakes (22),0-0,?,FC Dallas (23),West,West,,
Regular,?,,(Sun) 12 Sep 2010 (W36),LA Galaxy (24),3-1,?,Columbus Crew SC (24),West,East,,
Regular,?,,(Thu) 16 Sep 2010 (W37),San Jose Earthquakes (23),1-0,?,Philadelphia Union (24),West,East,,
Regular,?,,(Thu) 16 Sep 2010 (W37),FC Dallas (24),2-2,?,New York Red Bulls (25),West,East,,
Regular,?,,(Sat) 18 Sep 2010 (W37),Real Salt Lake (25),1-0,?,Chicago Fire (23),West,East,,
Regular,?,,(Sat) 18 Sep 2010 (W37),Columbus Crew SC (25),0-4,?,Seattle Sounders FC (25),East,West,,
Regular,?,,(Sat) 18 Sep 2010 (W37),Houston Dynamo (24),1-2,?,Toronto FC (25),West,East,,
Regular,?,,(Sat) 18 Sep 2010 (W37),Colorado Rapids (24),3-0,?,New England Revolution (24),West,East,,
Regular,?,,(Sun) 19 Sep 2010 (W37),LA Galaxy (25),2-1,?,D.C. United (25),West,East,,
Regular,?,,(Sun) 19 Sep 2010 (W37),CD Chivas USA (24),0-2,?,Sporting Kansas City (23),West,East,,
Regular,?,,(Wed) 22 Sep 2010 (W38),Sporting Kansas City (24),4-3,?,Houston Dynamo (25),East,West,,
Regular,?,,(Wed) 22 Sep 2010 (W38),FC Dallas (25),2-2,?,New England Revolution (25),West,East,,
Regular,?,,(Sat) 25 Sep 2010 (W38),LA Galaxy (26),0-2,?,New York Red Bulls (26),West,East,,
Regular,?,,(Sat) 25 Sep 2010 (W38),Philadelphia Union (25),3-0,?,CD Chivas USA (25),East,West,,
Regular,?,,(Sat) 25 Sep 2010 (W38),Toronto FC (26),2-3,?,San Jose Earthquakes (24),East,West,,
Regular,?,,(Sat) 25 Sep 2010 (W38),D.C. United (26),1-3,?,Houston Dynamo (26),East,West,,
Regular,?,,(Sat) 25 Sep 2010 (W38),New England Revolution (26),2-2,?,Columbus Crew SC (26),East,East,,
Regular,?,,(Sat) 25 Sep 2010 (W38),Chicago Fire (24),0-1,?,Seattle Sounders FC (26),East,West,,
Regular,?,,(Sat) 25 Sep 2010 (W38),Sporting Kansas City (25),1-3,?,FC Dallas (26),East,West,,
Regular,?,,(Sun) 26 Sep 2010 (W38),Real Salt Lake (26),1-1,?,Colorado Rapids (25),West,West,,
Regular,?,,(Wed) 29 Sep 2010 (W39),Colorado Rapids (26),4-1,?,Philadelphia Union (26),West,East,,
Regular,?,,(Thu) 30 Sep 2010 (W39),San Jose Earthquakes (25),0-3,?,Chicago Fire (25),West,East,,
Regular,?,,(Sat) 2 Oct 2010 (W39),Seattle Sounders FC (27),3-2,?,Toronto FC (27),West,East,,
Regular,?,,(Sat) 2 Oct 2010 (W39),Philadelphia Union (27),1-1,?,Houston Dynamo (27),East,West,,
Regular,?,,(Sat) 2 Oct 2010 (W39),Columbus Crew SC (27),0-0,?,San Jose Earthquakes (26),East,West,,
Regular,?,,(Sat) 2 Oct 2010 (W39),New England Revolution (27),1-2,?,Real Salt Lake (27),East,West,,
Regular,?,,(Sat) 2 Oct 2010 (W39),New York Red Bulls (27),1-0,?,Sporting Kansas City (26),East,East,,
Regular,?,,(Sat) 2 Oct 2010 (W39),FC Dallas (27),3-0,?,Chicago Fire (26),West,East,,
Regular,?,,(Sat) 2 Oct 2010 (W39),Colorado Rapids (27),0-1,?,D.C. United (27),West,East,,
Regular,?,,(Sun) 3 Oct 2010 (W39),CD Chivas USA (26),1-2,?,LA Galaxy (27),West,West,,
Regular,?,,(Thu) 7 Oct 2010 (W40),Philadelphia Union (28),0-1,?,LA Galaxy (28),East,West,,
Regular,?,,(Fri) 8 Oct 2010 (W40),Chicago Fire (27),2-0,?,Columbus Crew SC (28),East,East,,
Regular,?,,(Sat) 9 Oct 2010 (W40),New York Red Bulls (28),0-0,?,Real Salt Lake (28),East,West,,
Regular,?,,(Sat) 9 Oct 2010 (W40),FC Dallas (28),2-2,?,Colorado Rapids (28),West,West,,
Regular,?,,(Sat) 9 Oct 2010 (W40),D.C. United (28),0-2,?,San Jose Earthquakes (27),East,West,,
Regular,?,,(Sat) 9 Oct 2010 (W40),Sporting Kansas City (27),1-2,?,Seattle Sounders FC (28),East,West,,
Regular,?,,(Sun) 10 Oct 2010 (W40),CD Chivas USA (27),3-0,?,Toronto FC (28),West,East,,
Regular,?,,(Sun) 10 Oct 2010 (W40),Houston Dynamo (28),1-2,?,New England Revolution (28),West,East,,
Regular,?,,(Tue) 12 Oct 2010 (W41),Chicago Fire (28),0-2,?,Sporting Kansas City (28),East,East,,
Regular,?,,(Sat) 16 Oct 2010 (W41),Seattle Sounders FC (29),2-1,?,CD Chivas USA (28),West,West,,
Regular,?,,(Sat) 16 Oct 2010 (W41),Chicago Fire (29),0-0,?,D.C. United (29),East,East,,
Regular,?,,(Sat) 16 Oct 2010 (W41),Toronto FC (29),2-2,?,Columbus Crew SC (29),East,East,,
Regular,?,,(Sat) 16 Oct 2010 (W41),Philadelphia Union (29),2-1,?,New York Red Bulls (29),East,East,,
Regular,?,,(Sat) 16 Oct 2010 (W41),New England Revolution (29),1-0,?,Sporting Kansas City (29),East,East,,
Regular,?,,(Sat) 16 Oct 2010 (W41),Real Salt Lake (29),2-0,?,FC Dallas (29),West,West,,
Regular,?,,(Sun) 17 Oct 2010 (W41),San Jose Earthquakes (28),0-1,?,Houston Dynamo (29),West,West,,
Regular,?,,(Sun) 17 Oct 2010 (W41),LA Galaxy (29),1-3,?,Colorado Rapids (29),West,West,,
Regular,?,,(Thu) 21 Oct 2010 (W42),San Jose Earthquakes (29),3-0,?,CD Chivas USA (29),West,West,,
Regular,?,,(Thu) 21 Oct 2010 (W42),New York Red Bulls (30),2-0,?,New England Revolution (30),East,East,,
Regular,?,,(Sat) 23 Oct 2010 (W42),Houston Dynamo (30),2-1,?,Seattle Sounders FC (30),West,West,,
Regular,?,,(Sat) 23 Oct 2010 (W42),D.C. United (30),2-3,?,Toronto FC (30),East,East,,
